project_id,product_name,contract_count,candidate_files_found,unlocated_sources,proof_capsules_touched,high_priority_count,highest_priority_next_action
mb-murano-os-glass-station-handoff,Glass Station,2,2,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Glass Station and attach the passage note to the listed proof capsule(s)."
mb-murano-os-handoff-2026,Doctrine Forge Codex,2,2,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Doctrine Forge Codex and attach the passage note to the listed proof capsule(s)."
mb-murano-os-lossless-study-room-handoff,Lossless Study Room,2,2,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Lossless Study Room and attach the passage note to the listed proof capsule(s)."
mb-murano-os-lossless-synthesis-room-handoff,Lossless Synthesis (Magnum Opus Scriptorium),2,2,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Lossless Synthesis (Magnum Opus Scriptorium) and attach the passage note to the listed proof capsule(s)."
mb-murano-os-prism-scriptorium-handoff-v1,Prism Scriptorium,2,2,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Prism Scriptorium and attach the passage note to the listed proof capsule(s)."
mb-murano-os-rhetorium-proper-handoff-done-v1,Rhetorium,2,2,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Rhetorium and attach the passage note to the listed proof capsule(s)."
mb-murano-os-warrant-chamber-handoff-v1,Warrant Chamber,2,2,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Warrant Chamber and attach the passage note to the listed proof capsule(s)."
mb-murano-prismatic-agora-handoff-v1-0-done,Prismatic Agora,2,2,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Prismatic Agora and attach the passage note to the listed proof capsule(s)."
mb-murano-reflexive-control-chamber-pass3,Reflexive Control Chamber,2,2,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Reflexive Control Chamber and attach the passage note to the listed proof capsule(s)."
mb-murano-room-handoff-v1,Room template v1,2,2,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Room template v1 and attach the passage note to the listed proof capsule(s)."
mb-murano-speechcraft-studio-handoff,Speechcraft Studio,2,2,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Speechcraft Studio and attach the passage note to the listed proof capsule(s)."
mb-muranoos-briefing-forge-proper-handoff-archive-2026-04-14,Briefing Forge,2,2,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Briefing Forge and attach the passage note to the listed proof capsule(s)."
mb-muranoos-fifth-dimension-lossless-continuation-archive-2026-04-13,Fifth Dimension,2,2,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Fifth Dimension and attach the passage note to the listed proof capsule(s)."
mb-muranoos-glass-scriptorium-proper-handoff-archive-2026-04-11,Glass Scriptorium,2,2,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Glass Scriptorium and attach the passage note to the listed proof capsule(s)."
mb-muranoos-glassworksofcorrespondence-handoff-v0-1,Glassworks of Correspondence,2,2,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Glassworks of Correspondence and attach the passage note to the listed proof capsule(s)."
mb-muranoos-human-terrain-statecraft-proper-handoff-archive-v1-0,Human Terrain & Statecraft,2,2,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Human Terrain & Statecraft and attach the passage note to the listed proof capsule(s)."
mb-muranoos-lossless-room-master-handoff-v1,Room Master (constitution),2,2,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Room Master (constitution) and attach the passage note to the listed proof capsule(s)."
mb-muranoos-prism-chamber-murano-ready-package-2026-04-14,Prism Chamber,2,2,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Prism Chamber and attach the passage note to the listed proof capsule(s)."
mb-muranoos-red-team-build02-final-proper-handoff-2026-04-11,Only one WITHOUT the 802 KB nested archive; Build 02 scope,2,2,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Only one WITHOUT the 802 KB nested archive; Build 02 scope and attach the passage note to the listed proof capsule(s)."
mb-muranoos-red-team-continuation-handoff-2026-04-14,"Compact flat reference; 14 numbered authority docs; ""Workspace Depth I""",2,2,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Compact flat reference; 14 numbered authority docs; ""Workspace Depth I"" and attach the passage note to the listed proof capsule(s)."
mb-muranoos-red-team-execution-ready-handoff-archive-2026-04-11,Only one with Build_02-Build_05 sequenced operator guides,2,2,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Only one with Build_02-Build_05 sequenced operator guides and attach the passage note to the listed proof capsule(s)."
mb-muranoos-red-team-handoff-execution-archive-2026-04-15,Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker,2,2,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker and attach the passage note to the listed proof capsule(s)."
mb-muranoos-red-team-handoff-hardened-2026-04-15,"Adds Signature Room Architecture (7 zones) + UI/UX Spec (9 objects, 7 engines)",2,2,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Adds Signature Room Architecture (7 zones) + UI/UX Spec (9 objects, 7 engines) and attach the passage note to the listed proof capsule(s)."
mb-muranoos-red-team-handoff-package-gpt-synth-2026-04-18,"Smallest, pure-spec GPT bridge (9 files); 7-stage Ingest-Export workflow (breaks from red_team_* spine)",2,2,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Smallest, pure-spec GPT bridge (9 files); 7-stage Ingest-Export workflow (breaks from red_team_* spine) and attach the passage note to the listed proof capsule(s)."
mb-muranoos-red-team-handoff-package-ready-2026-04-11,Cleanest 2-folder (GOVERNING/DERIVED); archive kept zipped,2,2,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Cleanest 2-folder (GOVERNING/DERIVED); archive kept zipped and attach the passage note to the listed proof capsule(s)."
mb-muranoos-red-team-handoff-package-v1-2026-04-11,Only one with V1_ROOM_CONSTITUTION.md,2,2,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Only one with V1_ROOM_CONSTITUTION.md and attach the passage note to the listed proof capsule(s)."
mb-muranoos-red-team-lab-continuation-handoff-pack-2026-04-14,Introduces Vivarium codename; contradiction-graph table,2,2,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Introduces Vivarium codename; contradiction-graph table and attach the passage note to the listed proof capsule(s)."
mb-muranoos-red-team-lab-handoff-package-2026-04-17,"Largest consolidated (137 files); pre-merged Steps 3-7 bundles; ""Workspace Restore""",2,2,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Largest consolidated (137 files); pre-merged Steps 3-7 bundles; ""Workspace Restore"" and attach the passage note to the listed proof capsule(s)."
mb-muranoos-red-team-phase-ii-handoff-2026-04-15,Smallest doc-pack; paired .md + .rs/.ts draft patches,2,2,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Smallest doc-pack; paired .md + .rs/.ts draft patches and attach the passage note to the listed proof capsule(s)."
mb-muranoos-red-team-phase-iii-a-handoff-2026-04-11,"Only one with Shadi_SAT_Seed.json + ""Phase III-A"" naming",2,2,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Only one with Shadi_SAT_Seed.json + ""Phase III-A"" naming and attach the passage note to the listed proof capsule(s)."
mb-muranoos-red-team-phaseii-handoff-2026-04-14,Posture Compass 5-axis instrument; framing_tensions/rival_framing columns,2,2,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Posture Compass 5-axis instrument; framing_tensions/rival_framing columns and attach the passage note to the listed proof capsule(s)."
mb-muranoos-red-team-prism-observatory-handoff-package-v1,Doctrinally richest: 13 named subspaces × 10 modes; claim-evidence-confidence governance,2,2,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Doctrinally richest: 13 named subspaces × 10 modes; claim-evidence-confidence governance and attach the passage note to the listed proof capsule(s)."
mb-muranoos-red-team-prism-room-execution-handoff-2026-04-11,"Only one replacing ""Red Team Lab"" framing with ""Murano Prism Room"" world doctrine",2,2,0,3,0,"After close reading, update operation_to_run and source_bound_test for Only one replacing ""Red Team Lab"" framing with ""Murano Prism Room"" world doctrine and attach the passage note to the listed proof capsule(s)."
mb-muranoos-red-team-proper-handoff-2026-04-14,"Strictest 4-quadrant authority layer; ""Durable Workspace Core""",2,2,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Strictest 4-quadrant authority layer; ""Durable Workspace Core"" and attach the passage note to the listed proof capsule(s)."
mb-muranoos-red-team-proper-handoff-2026-04-15,Triple-layer (zip+tree+addendum); 3-pass ledger,2,2,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Triple-layer (zip+tree+addendum); 3-pass ledger and attach the passage note to the listed proof capsule(s)."
mb-muranoos-red-team-proper-handoff-archive-2026-04-13,First fully-exploded Master_Package tree; Baltic Grey Zone materials,2,2,0,3,0,"After close reading, update inspection_protocol and acceptance_test for First fully-exploded Master_Package tree; Baltic Grey Zone materials and attach the passage note to the listed proof capsule(s)."
mb-muranoos-red-team-proper-handoff-archive-2026-04-15,Largest (148 files); replay_overlay/ pinned to HEAD 039f2cd...; deterministic replay,2,2,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Largest (148 files); replay_overlay/ pinned to HEAD 039f2cd...; deterministic replay and attach the passage note to the listed proof capsule(s)."
mb-muranoos-red-team-proper-handoff-package-2026-04-11,Only one with 07_Derivative_Handoff/; richest SQL DDL,2,2,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Only one with 07_Derivative_Handoff/; richest SQL DDL and attach the passage note to the listed proof capsule(s)."
mb-muranoos-red-team-proper-handoff-package-pass-1,Flat structure; 01_GOVERNING_SOURCES/ + flattened live files,2,2,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Flat structure; 01_GOVERNING_SOURCES/ + flattened live files and attach the passage note to the listed proof capsule(s)."
mb-muranoos-red-team-proper-handoff-packet-2026-04-11,"Smallest implementation-sufficient; flat 14-doc root; ""RT_PHASE_II_PLUS_WORKFLOW_A""",2,2,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Smallest implementation-sufficient; flat 14-doc root; ""RT_PHASE_II_PLUS_WORKFLOW_A"" and attach the passage note to the listed proof capsule(s)."
mb-muranoos-red-team-proper-handoff-pass-02-done,Judgment/status pass; L-01..L-04 non-blocking limitations,2,2,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Judgment/status pass; L-01..L-04 non-blocking limitations and attach the passage note to the listed proof capsule(s)."
mb-muranoos-red-team-proper-handoff-zip-2026-04-11,Committed Step 1 patch: unified diff + bundled zip + 8 Tauri commands,2,2,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Committed Step 1 patch: unified diff + bundled zip + 8 Tauri commands and attach the passage note to the listed proof capsule(s)."
mb-muranoos-red-team-refraction-chamber-final-handoff-2026-04-14,Terminal packaging; full Refraction Chamber world design; --rt-* CSS namespace,2,2,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Terminal packaging; full Refraction Chamber world design; --rt-* CSS namespace and attach the passage note to the listed proof capsule(s)."
mb-muranoos-red-team-tranche-alpha-handoff-2026-04-14,Actual code patch: 170 KB unified diff + changed files,2,2,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Actual code patch: 170 KB unified diff + changed files and attach the passage note to the listed proof capsule(s)."
mb-muranoos-red-team-tranche1-handoff-package-2026-04-11,Leanest blueprint-only; only with named rollback doc,2,2,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Leanest blueprint-only; only with named rollback doc and attach the passage note to the listed proof capsule(s)."
mb-muranoos-red-team-trancheii-handoff-2026-04-13,Surgical patch package; 12 live source snapshots + 4 patch-plane specs,2,2,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Surgical patch package; 12 live source snapshots + 4 patch-plane specs and attach the passage note to the listed proof capsule(s)."
mb-muranoos-redteam-rc1-2026-04-14,RC1 wrapper; front-loaded 00_RC_Handoff/,2,2,0,3,0,"After close reading, update inspection_protocol and acceptance_test for RC1 wrapper; front-loaded 00_RC_Handoff/ and attach the passage note to the listed proof capsule(s)."
mb-muranoos-redteam-tranche1-handoff-2026-04-15,Leanest pure-spec (16 KB); pages 11_OPEN_QUESTIONS,2,2,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Leanest pure-spec (16 KB); pages 11_OPEN_QUESTIONS and attach the passage note to the listed proof capsule(s)."
mb-muranoos-redteamlab-handoff-package-v1,Stub TSX/Rust + Blocker Register + Assumption Quarantine Ledger,2,2,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Stub TSX/Rust + Blocker Register + Assumption Quarantine Ledger and attach the passage note to the listed proof capsule(s)."
mb-muranoos-script-atelier-handoff-package-v0-2026-04-17,Script Atelier (v0),2,2,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Script Atelier (v0) and attach the passage note to the listed proof capsule(s)."
mb-muranoos-the-interval-handoff-v0-1,The Interval (remote violence),2,2,0,3,0,"After close reading, update inspection_protocol and acceptance_test for The Interval (remote violence) and attach the passage note to the listed proof capsule(s)."
mb-muranoos-western-myth-codex-phase-i-stub-pack,Western Myth Codex,2,2,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Western Myth Codex and attach the passage note to the listed proof capsule(s)."
native-applied-history-lab,Applied History Lab,2,2,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Applied History Lab and attach the passage note to the listed proof capsule(s)."
native-mongol,Mongol Empire Military Systems,2,2,0,3,0,"After close reading, update operation_to_run and source_bound_test for Mongol Empire Military Systems and attach the passage note to the listed proof capsule(s)."
native-russia-security-desk,Russia Security Desk,2,2,0,3,0,"After close reading, update operation_to_run and source_bound_test for Russia Security Desk and attach the passage note to the listed proof capsule(s)."
native-western,Western Political Thought and the Ideal State,2,2,0,3,0,"After close reading, update operation_to_run and source_bound_test for Western Political Thought and the Ideal State and attach the passage note to the listed proof capsule(s)."
red-team-lab,Red Team Lab - consolidated counter-deception lab across five authority roles,2,2,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Red Team Lab - consolidated counter-deception lab across five authority roles and attach the passage note to the listed proof capsule(s)."
cognitive-warfare,"Cognitive Warfare - counter-intelligence doctrine, operationalized into analytical instruments",1,1,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Cognitive Warfare - counter-intelligence doctrine, operationalized into analytical instruments and attach the passage note to the listed proof capsule(s)."
ir-lexicon,IR Lexicon - coined-term lexicon for modern foreign-affairs discourse,1,1,0,3,0,"After close reading, update operation_to_run and source_bound_test for IR Lexicon - coined-term lexicon for modern foreign-affairs discourse and attach the passage note to the listed proof capsule(s)."
mb-ci-ct-do-handoff-v1-1,"CI/CT DO tradecraft v1.1; SAT enumeration + 12 analyst templates (BLUF, ACH, ICD-203)",1,1,0,3,0,"After close reading, update inspection_protocol and acceptance_test for CI/CT DO tradecraft v1.1; SAT enumeration + 12 analyst templates (BLUF, ACH, ICD-203) and attach the passage note to the listed proof capsule(s)."
mb-ci-red-cell-handoff,CI red-cell methods reference architecture (post-integrity-correction rebuild),1,1,0,3,0,"After close reading, update inspection_protocol and acceptance_test for CI red-cell methods reference architecture (post-integrity-correction rebuild) and attach the passage note to the listed proof capsule(s)."
mb-comparative-genocide-systems-lab-handoff-v1-0,Comparative Genocide Systems Lab,1,1,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Comparative Genocide Systems Lab and attach the passage note to the listed proof capsule(s)."
mb-murano-os-prism-foundry-handoff,Prism Foundry,1,1,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Prism Foundry and attach the passage note to the listed proof capsule(s)."
mb-muranoos-bias-atlas-conversation-to-murano-handoff-archive-2026-04-11,Bias Atlas,1,1,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Bias Atlas and attach the passage note to the listed proof capsule(s)."
mb-muranoos-dialectic-lab-handoff-pack-pass-2-2026-04-15,Dialectic Lab,1,1,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Dialectic Lab and attach the passage note to the listed proof capsule(s)."
mb-muranoos-handoff-pack-v3-1,* META: the Protocol v3.1 itself - consumed by every MuranoOS room handoff,1,1,0,3,0,"After close reading, update inspection_protocol and acceptance_test for * META: the Protocol v3.1 itself - consumed by every MuranoOS room handoff and attach the passage note to the listed proof capsule(s)."
mb-muranoos-handoff-pass3-done,CI Tradecraft Chamber,1,1,0,3,0,"After close reading, update inspection_protocol and acceptance_test for CI Tradecraft Chamber and attach the passage note to the listed proof capsule(s)."
mb-muranoos-red-team-continuation-handoff-2026-04-11,Smallest addendum wrapper; 5-surface Core Analytical Workflow,1,1,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Smallest addendum wrapper; 5-surface Core Analytical Workflow and attach the passage note to the listed proof capsule(s)."
mb-muranoos-red-team-fresh-handoff-2026-04-16,Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design),1,1,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design) and attach the passage note to the listed proof capsule(s)."
mb-muranoos-red-team-proper-handoff-archive-2026-04-11,Only one with 99_Preserved_Source_Archives/ + CURRENT_TRUTH_AT_A_GLANCE.md,1,1,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Only one with 99_Preserved_Source_Archives/ + CURRENT_TRUTH_AT_A_GLANCE.md and attach the passage note to the listed proof capsule(s)."
mb-muranoos-red-team-proper-handoff-pass1-2026-04-15,"specs/ folder: Rust param structs, SQL DDL, TS workspace contract; ""Analytical Core Expansion A""",1,1,0,3,0,"After close reading, update inspection_protocol and acceptance_test for specs/ folder: Rust param structs, SQL DDL, TS workspace contract; ""Analytical Core Expansion A"" and attach the passage note to the listed proof capsule(s)."
mb-muranoos-red-team-tranche-ii-handoff-pack-2026-04-15,"Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands",1,1,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands and attach the passage note to the listed proof capsule(s)."
mb-muranoos-redteamlab-proper-handoff-package-2026-04-11,"Frozen ""Durable Analytical Core""; 12/13-field models per surface",1,1,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Frozen ""Durable Analytical Core""; 12/13-field models per surface and attach the passage note to the listed proof capsule(s)."
mb-muranoos-tradecraft-foundry-handoff-package-2026-04-11,Tradecraft Foundry,1,1,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Tradecraft Foundry and attach the passage note to the listed proof capsule(s)."
mb-rfp-handoff-ch01-02-done,Chapter analysis pipeline: Chs 1 (Feklyunina) + 2 (Morozov),1,1,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Chapter analysis pipeline: Chs 1 (Feklyunina) + 2 (Morozov) and attach the passage note to the listed proof capsule(s)."
mb-visible-chat-handoff-package,Russian-studies bibliography + reflexive meta-analysis session,1,1,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Russian-studies bibliography + reflexive meta-analysis session and attach the passage note to the listed proof capsule(s)."
native-africa,Colonial Encounter in Africa,1,1,0,3,0,"After close reading, update operation_to_run and source_bound_test for Colonial Encounter in Africa and attach the passage note to the listed proof capsule(s)."
native-aigov-nav,AI Governance Navigator,1,1,0,3,0,"After close reading, update inspection_protocol and acceptance_test for AI Governance Navigator and attach the passage note to the listed proof capsule(s)."
native-aiintel-cycle,AI Intelligence Cycle,1,1,0,3,0,"After close reading, update inspection_protocol and acceptance_test for AI Intelligence Cycle and attach the passage note to the listed proof capsule(s)."
native-aiknowledge-prod,AI Knowledge Production,1,1,0,3,0,"After close reading, update inspection_protocol and acceptance_test for AI Knowledge Production and attach the passage note to the listed proof capsule(s)."
native-aiprompt-eng,AI Prompt Engineering,1,1,0,3,0,"After close reading, update inspection_protocol and acceptance_test for AI Prompt Engineering and attach the passage note to the listed proof capsule(s)."
native-aishared-instruments,AI Shared Instruments,1,1,0,3,0,"After close reading, update inspection_protocol and acceptance_test for AI Shared Instruments and attach the passage note to the listed proof capsule(s)."
native-analyst-assurance-desk,Analyst Assurance Desk,1,1,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Analyst Assurance Desk and attach the passage note to the listed proof capsule(s)."
native-east-asia,East Asian War and Strategic Tradition,1,1,0,3,0,"After close reading, update operation_to_run and source_bound_test for East Asian War and Strategic Tradition and attach the passage note to the listed proof capsule(s)."
native-emt,Emergency Triage Simulator,1,1,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Emergency Triage Simulator and attach the passage note to the listed proof capsule(s)."
native-habitat,Volunteer Build-Day Coordination,1,1,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Volunteer Build-Day Coordination and attach the passage note to the listed proof capsule(s)."
native-mideast,Ottoman Palestine and Early Zionism,1,1,0,3,0,"After close reading, update operation_to_run and source_bound_test for Ottoman Palestine and Early Zionism and attach the passage note to the listed proof capsule(s)."
native-pharm,Vaccine Distribution Planner,1,1,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Vaccine Distribution Planner and attach the passage note to the listed proof capsule(s)."
native-respite,Recovery Respite Facility Operations,1,1,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Recovery Respite Facility Operations and attach the passage note to the listed proof capsule(s)."
native-russia-history-room,Russia Historical Context Room,1,1,0,3,0,"After close reading, update operation_to_run and source_bound_test for Russia Historical Context Room and attach the passage note to the listed proof capsule(s)."
native-uscri,Refugee Resettlement Resource Allocation,1,1,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Refugee Resettlement Resource Allocation and attach the passage note to the listed proof capsule(s)."
project-hardening,"Quality Review - checking project claims against evidence, scope, and readiness",1,1,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Quality Review - checking project claims against evidence, scope, and readiness and attach the passage note to the listed proof capsule(s)."
row1,Quantitative Capstone - quantitative arm of the AI-corruption capstone study,1,1,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Quantitative Capstone - quantitative arm of the AI-corruption capstone study and attach the passage note to the listed proof capsule(s)."
row6,Scholarly Retrieval System - cross-disciplinary research library with a twelve-stage analytical-governance plane,1,1,0,3,0,"After close reading, update inspection_protocol and acceptance_test for Scholarly Retrieval System - cross-disciplinary research library with a twelve-stage analytical-governance plane and attach the passage note to the listed proof capsule(s)."
