quote_candidate_id,source_note_id,source_candidate,public_file_label,quote_candidate_status,canonical_quote_candidate_id,candidate_short_excerpt,candidate_excerpt_word_count,candidate_location,quote_scan_status,quote_scan_scope,quote_extractor,selection_basis,human_verification_status,claim_boundary
QCN-03752F0D04C4,SCN-03752F0D04C4,Russia's Global Reach A Security and Statecraft Assessment 0 PDOC,Russia's Global Reach A Security and Statecraft Assessment 0 PDOC.pdf,candidate_short_excerpt_selected,QCN-03752F0D04C4,"17 Chapter 3 Russia and European Great Powers: France, Germany, and the United Kingdom By P á l Dunay...",18,p.35,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 8; score: 92.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-4F934894C36A,SCN-4F934894C36A,Russia's Global Reach A Security and Statecraft Assessment Graeme P. Herd,Russia's Global Reach A Security and Statecraft Assessment 0 PDOC.pdf,duplicate_source_uses_canonical_quote_candidate,QCN-03752F0D04C4,,0,,not_scanned_duplicate_public_label,,,Duplicate public source label; public package avoids repeating verbatim candidate excerpts.,not_human_verified,Use the canonical quote candidate only as a selection cue until a human verifies exact wording and citation location.
QCN-B6036276F194,SCN-B6036276F194,Russia's Security Policy under Putin Aglaya Snetkov,Russia's Security Policy under Putin - Aglaya Snetkov.epub,candidate_short_excerpt_selected,QCN-B6036276F194,Chechnya: a growing international player under President Kadyrov The increasing localization and decentralization within Russia's domestic policy and...,18,epub-item-18,scanned,epub_24_html_items,zip-html,Machine-selected by overlap with source/application terms; overlap terms: 8; score: 92.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-1204D55B5F3B,SCN-1204D55B5F3B,Russian Energy Policy and Military Power Putin's quest for greatness Pavel K. Baev,Russian Energy Policy and Military Power - Putin's quest for greatness - Pavel K. Baev.epub,candidate_short_excerpt_selected,QCN-1204D55B5F3B,Report book quality issue See all reported book quality issues Begin Content Russian Energy Policy and Military Power...,18,epub-item-17,scanned,epub_27_html_items,zip-html,Machine-selected by overlap with source/application terms; overlap terms: 9; score: 100.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-2E7FC8BAE7E5,SCN-2E7FC8BAE7E5,Russian Grand Strategy: Rhetoric and Reality,Russian Grand Strategy Rhetoric and Reality - Samuel Charap et al.pdf,candidate_short_excerpt_selected,QCN-2E7FC8BAE7E5,40 Russian Grand Strategy: Rhetoric and Reality Force Size Comparing the authorized strength of active-duty military billets with...,18,p.64,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 8; score: 92.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-F7CF70E4751C,SCN-F7CF70E4751C,"Safeguarding Democratic Capitalism U.S. Foreign Policy and National Security, 1920 2015 Melvyn P. Leffler","Safeguarding Democratic Capitalism U.S. Foreign Policy and National Security, 1920 - 2015 - Melvyn P. Leffler.pdf",candidate_short_excerpt_selected,QCN-F7CF70E4751C,"HOOVer aND amerIcaN fOreIgN POlIcy 67 In general, then, Hoover's approach to foreign policy in the New Era...",18,p.77,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 6; score: 76.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-88F9D66C25B1,SCN-88F9D66C25B1,Spies: The Rise and Fall of the KGB in America,Spies The Rise and Fall of the KGB in America - John Earl Haynes; Harvey Klehr; Alexander Vassiliev.pdf,candidate_short_excerpt_selected,QCN-88F9D66C25B1,The Venona material not only provided abundant evidence of the espionage activities of more than a hundred Americans...,18,p.13,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 6; score: 76.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-CF5FE54AF1B0,SCN-CF5FE54AF1B0,"Statebuilding and Counterinsurgency in Oman Political, Military and Diplomatic Relations at the End of Empire James Worrall","Statebuilding and Counterinsurgency in Oman Political, Military and Diplomatic Relations at the End of Empire - James Worrall.pdf",candidate_short_excerpt_selected,QCN-CF5FE54AF1B0,"STATEBUILDING AND COUNTERINSURGENCY IN OMAN Political, Military and Diplomatic Relations at the End of Empire James Worrall",17,p.5,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 10; score: 97.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-89768E8F89BB,SCN-89768E8F89BB,"Storm-333: KGB and Spetsnaz Seize Kabul, Soviet-Afghan War 1979","Storm - 333 KGB and Spetsnaz Seize Kabul, Soviet - Afghan War 1979 - Mark Galeotti.pdf",candidate_short_excerpt_selected,QCN-89768E8F89BB,"Thus, on 17 December, the Muslim Battalion was redeployed from Bagram to provide additional security for the Dar-ul...",18,p.31,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 6; score: 76.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-FAE3BCA7DFB9,SCN-FAE3BCA7DFB9,The Cossacks and Religion in Early Modern Ukraine,The Cossacks and Religion in Early Modern Ukraine - Serhii Plokhy.pdf,candidate_short_excerpt_selected,QCN-FAE3BCA7DFB9,"On the spread of Counter-Reformation ideas in the Com - monwealth, see Jerzy K ¢ oczowski, ' Catholic Reform in the...",18,p.76,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 6; score: 76.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-7055C2B99F7E,SCN-7055C2B99F7E,The Guatemalan Military Project: A Violence Called Democracy,The Guatemalan Military Project A Violence Called Democracy - Jennifer Schirmer.pdf,candidate_short_excerpt_selected,QCN-7055C2B99F7E,This concept of integrating security and develop - ment will play a major role in General Gramajo's formulation of...,18,p.43,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 5; score: 68.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-76BA3E41C3E7,SCN-76BA3E41C3E7,The Handbook of Communication Skills,The Handbook of Communication Skills - Owen Hargie.pdf,candidate_short_excerpt_selected,QCN-76BA3E41C3E7,"In particu - lar, it examines the central processes involved in the implementation of skilled behaviour, and evaluates the...",18,p.54,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 7; score: 84.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-6056F8E036DA,SCN-6056F8E036DA,The Nutritional Hierarchy of Importance Nutrient Timing PDOC,The Nutritional Hierarchy of Importance Nutrient Timing PDOC.pdf,candidate_short_excerpt_selected,QCN-6056F8E036DA,7 / 11 / 2018 The Nutritional Hierarchy of Importance - # 4 Nutrient Timing https: / / rippedbody. com / nutrient-timing / 29 / 38 So...,18,p.29,scanned,first_38_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 8; score: 72.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-04AED0A0370C,SCN-04AED0A0370C,The Oxford Companion to Classical Civilization,The Oxford Companion to Classical Civilization - Simon Hornblower et al.pdf,candidate_short_excerpt_selected,QCN-04AED0A0370C,"We have not, however, shortened individual entries in any other way ( except that we have retained only the...",18,p.30,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 5; score: 68.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-674C8F483621,SCN-674C8F483621,The Oxford Guide to Etymology,The Oxford Guide to Etymology - Philip Durkin.pdf,candidate_short_excerpt_selected,QCN-674C8F483621,"A sound change of this sort is called a merger: the phonetic development of * ə ̯, * o, and * a in...",18,p.41,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 5; score: 68.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-7B17C5BB934B,SCN-7B17C5BB934B,The Oxford Handbook of Creative Industries,Artificial Intelligence in Creative Industries - Psychological and Social Implications - Caterina Moruzzi.epub,candidate_short_excerpt_selected,QCN-7B17C5BB934B,"5. 1 Introduction: Aesthetics, Power, and GenAI Image Models In 2021, generative artificial intelligence ( genAI ) image models, diffusion...",18,epub-item-16,scanned,epub_28_html_items,zip-html,Machine-selected by overlap with source/application terms; overlap terms: 6; score: 75.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-8094B822FB5B,SCN-8094B822FB5B,The Oxford Handbook of Critical Management Studies,The Oxford Handbook of Critical Management Studies - Mats Alvesson et al.pdf,candidate_short_excerpt_selected,QCN-8094B822FB5B,Print Publication Date: Jan 2011 Subject: Business and Management Online Publication Date: Sep 2009 List of Figures The...,18,p.4,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 7; score: 84.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-1B5523B6414B,SCN-1B5523B6414B,The Oxford Handbook of Cyberpsychology,The Oxford Handbook of Cyberpsychology - Alison Attrill - Smith et al.pdf,candidate_short_excerpt_selected,QCN-1B5523B6414B,"Following on from this, Dr Joanne Lloyd, Dr Alison Attrill-Smith, and Dr Chris Fullwood, University of Wolverhampton's Cyberpsychology...",18,p.19,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 7; score: 84.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-3D751D268BFB,SCN-3D751D268BFB,The Oxford Handbook of Ethics of AI,The Oxford Handbook of Ethics of AI - Markus Dirk Dubber et al.pdf,candidate_short_excerpt_selected,QCN-3D751D268BFB,"CONCEPTS AND ISSUES We're Missing a Moral Framework of Justice in Artificial Intelligence: On the Limits, Failings, and...",18,p.7,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 5; score: 68.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-E1A46A33DCD8,SCN-E1A46A33DCD8,The Oxford Handbook of Governance and Limited Statehood Thomas Risse et al,The Oxford Handbook of Governance and Limited Statehood - Thomas Risse et al.pdf,candidate_short_excerpt_selected,QCN-E1A46A33DCD8,"Thomas Risse is professor of international politics at the Otto Suhr Institute of Political Science, Freie Universit ä t...",18,p.18,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 8; score: 92.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-483CDA336DC0,SCN-483CDA336DC0,The Oxford Handbook of Political Methodology,The Oxford Handbook of Political Methodology - Janet M. Box - Steffensmeier et al.pdf,no_quote_candidate_selected,,,0,,scanned,first_80_pages,PyMuPDF,"No short, clean, source-relevant sentence met the automatic candidate standard.",not_human_verified,Requires manual close reading before quotation or page-specific citation.
QCN-4360BC243112,SCN-4360BC243112,The Oxford Handbook of Qualitative Research,The Oxford Handbook of Qualitative Research - Patricia Leavy.pdf,candidate_short_excerpt_selected,QCN-4360BC243112,32 Historical Overview of Qualitative Research in the Social Sciences indication that qualitative researchers have no rea - son...,18,p.57,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 7; score: 84.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-00464900020B,SCN-00464900020B,The Oxford Handbook of Sociolinguistics,The Oxford Handbook of Sociolinguistics - Robert Bayley et al.pdf,candidate_short_excerpt_selected,QCN-00464900020B,"Conclusion Research in the variationist tradition has enabled us to obtain numerous insights into linguistic structure, the social...",18,p.55,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 6; score: 76.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-737A2F6D4355,SCN-737A2F6D4355,"The Oxford Handbook of Work Engagement, Motivation, and Self-Determination Theory","The Oxford Handbook of Work Engagement, Motivation, and Self - Determination Theory - Marylène Gagné.pdf",candidate_short_excerpt_selected,QCN-737A2F6D4355,4 The History of Self-Determination Theory in Psychology and Management of motivation ( intrinsic motivation and identified regulation ) yield...,18,p.21,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 6; score: 76.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-D8A3B8E586D5,SCN-D8A3B8E586D5,The Oxford Handbook on Atrocity Crimes,The Oxford Handbook on Atrocity Crimes - Barbora Holá et al.pdf,candidate_short_excerpt_selected,QCN-D8A3B8E586D5,"1 ), "" the term ' atrocity crimes ' refers to three legally defined international crimes: genocide, crimes against humanity and war...",18,p.26,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 6; score: 76.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-502A0D2FFA81,SCN-502A0D2FFA81,The Palgrave Handbook of Animals and Literature,The Palgrave Handbook of Animals and Literature - Susan McHugh et al.pdf,candidate_short_excerpt_selected,QCN-502A0D2FFA81,One significant aim of this handbook is to document and analyse the meaningful presence of animals and human-animal...,18,p.40,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 7; score: 84.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-D0B6513DB4BA,SCN-D0B6513DB4BA,The Palgrave Handbook of Malicious Use of AI and Psychological Security,The Palgrave Handbook of Malicious Use of AI and Psychological Security - Evgeny Pashentsev.pdf,candidate_short_excerpt_selected,QCN-D0B6513DB4BA,"Chapter 16, "" Current and Potential Malicious Use of Artificial Intelligence Threats in the Psychological Domain: The Case of...",18,p.38,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 8; score: 92.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-6884ACE1ED7E,SCN-6884ACE1ED7E,The Promise of Reason: Studies in the New Rhetoric,The Promise of Reason Studies in the New Rhetoric - Noemi Perelman Mattis.pdf,candidate_short_excerpt_selected,QCN-6884ACE1ED7E,"Instead of devising a formalist account of the workings of argumentation, Perelman and Olbrechts-Tyteca studied arguments in use...",18,p.34,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 6; score: 76.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-B7F00B121975,SCN-B7F00B121975,The Putin Interviews,The Putin Interviews - Robert Scheer.pdf,candidate_short_excerpt_selected,QCN-B7F00B121975,"VP: You see, our openness to all our partners-including towards the United States-after the disintegration of the Soviet...",18,p.44,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 6; score: 76.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-5786CD3D712F,SCN-5786CD3D712F,"The Routledge Handbook of Anti Corruption Research and Practice Joseph Pozsgai Alvarez, Roxana Bratu","The Routledge Handbook of Anti - Corruption Research and Practice - Joseph Pozsgai - Alvarez, Roxana Bratu.epub",candidate_short_excerpt_selected,QCN-5786CD3D712F,Title Page The Routledge Handbook of Anti-Corruption Research and Practice Edited by Joseph Pozsgai-Alvarez and Roxana Bratu,17,epub-item-61,scanned,epub_61_html_items,zip-html,Machine-selected by overlap with source/application terms; overlap terms: 10; score: 97.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-3B413BB54B19,SCN-3B413BB54B19,The Routledge Handbook of European Security Law and Policy Elena Conde et al,The Routledge Handbook of European Security Law and Policy - Elena Conde et al.pdf,candidate_short_excerpt_selected,QCN-3B413BB54B19,"The European agenda on security 25 71 Anna Saarela, A New Era in EU - ­ China Relations: More Wide - ­...",18,p.40,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 6; score: 76.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-7C6638A0D0E4,SCN-7C6638A0D0E4,The Routledge Handbook of European Security Law and Policy Elena Conde et al (2),The Routledge Handbook of European Security Law and Policy - Elena Conde et al (2).pdf,candidate_short_excerpt_selected,QCN-7C6638A0D0E4,"The European agenda on security 25 71 Anna Saarela, A New Era in EU - ­ China Relations: More Wide - ­...",18,p.40,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 6; score: 76.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-E362001EEC00,SCN-E362001EEC00,The Routledge Handbook of Gender and Security,The Routledge Handbook of Gender and Security - Caron E. Gentry et al.pdf,candidate_short_excerpt_selected,QCN-E362001EEC00,"Feminist scholarship in Security Studies and beyond has engaged extensively with the politics, and political utility, of gender...",18,p.28,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 8; score: 92.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-B7EC22E7EBDE,SCN-B7EC22E7EBDE,The SAGE Handbook of Research Methods in Political Science and International Relations,The SAGE Handbook of Research Methods in Political Science and International Relations - Luigi Curini et al.pdf,candidate_short_excerpt_selected,QCN-B7EC22E7EBDE,"THE SAGE HANDBOOK OF RESEARCH METHODS IN POLITICAL SCIENCE AND IR xxii Science, Journal of Politics, International Organization...",18,p.23,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 7; score: 84.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-AC3F3EA5DA18,SCN-AC3F3EA5DA18,The SAGE Handbook of Research Methods in Political Science and International Relations Luigi Curini et al,The SAGE Handbook of Research Methods in Political Science and International Relations - Luigi Curini et al.pdf,duplicate_source_uses_canonical_quote_candidate,QCN-B7EC22E7EBDE,,0,,not_scanned_duplicate_public_label,,,Duplicate public source label; public package avoids repeating verbatim candidate excerpts.,not_human_verified,Use the canonical quote candidate only as a selection cue until a human verifies exact wording and citation location.
QCN-F05B47DA4DF8,SCN-F05B47DA4DF8,"Ursula K. Le Guin's ""A Wizard of Earthsea"": A Critical Companion",OceanofPDF.com Ursula K Le Guins A Wizard of Earthsea - Timothy S Miller PDOC.pdf,candidate_short_excerpt_selected,QCN-F05B47DA4DF8,"Le Guin • Young adult literature • Genre fiction 1 1 See Kerridge, "" The Fantasy that Inspired David Mitchell, "" and...",18,p.13,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 6; score: 76.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-AA05DEE4D96D,SCN-AA05DEE4D96D,War Changes Everything: Russia After Ukraine,War changes everything Russia after Ukraine - NATO Defense College Research Division - Edited by Marc Ozawa.pdf,candidate_short_excerpt_selected,QCN-AA05DEE4D96D,"There are several concerns, connected with the character of Russian nuclear policy, which makes the use of nuclear...",18,p.39,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 6; score: 76.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-3C706A0005AE,SCN-3C706A0005AE,War changes everything Russia after Ukraine NATO Defense College Research Division Edited by Marc Ozawa,War changes everything Russia after Ukraine - NATO Defense College Research Division - Edited by Marc Ozawa.pdf,duplicate_source_uses_canonical_quote_candidate,QCN-AA05DEE4D96D,,0,,not_scanned_duplicate_public_label,,,Duplicate public source label; public package avoids repeating verbatim candidate excerpts.,not_human_verified,Use the canonical quote candidate only as a selection cue until a human verifies exact wording and citation location.
QCN-C1F0A405E79D,SCN-C1F0A405E79D,"Wartime Captivity in the 20th Century Archives, Stories, Memories Anne Marie Pathé et al","Wartime Captivity in the 20th Century Archives, Stories, Memories - Anne - Marie Pathé et al.pdf",candidate_short_excerpt_selected,QCN-C1F0A405E79D,"Title: Wartime captivity in the twentieth century: archives, stories, memories / edited by Anne-Marie Pathe and Fabien Theofilakis, translation...",18,p.4,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 9; score: 93.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-812F7420A06C,SCN-812F7420A06C,the routledge handbook of european security law and policy 9781138609990 9780429465918 compress,the - routledge - handbook - of - european - security - law - and - policy - 9781138609990 - 9780429465918 compress.pdf,candidate_short_excerpt_selected,QCN-812F7420A06C,"The European agenda on security 25 71 Anna Saarela, A New Era in EU - ­ China Relations: More Wide - ­...",18,p.40,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 6; score: 76.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
